Workload_Name,Category,Aspect,M,N,K,Strategy,L3_Size_MB,Overfetch_Total,Overfetch_A,Overfetch_B,Overfetch_C,L3_Hit_Rate,L3_Utilization,DRAM_Reads_MB,Num_Evictions,Tensor_A_MB,Tensor_B_MB,Tensor_C_MB,Total_Tensor_MB
Wide: Embedding Lookup,Embedding,Wide,512,100000,1024,OS,1024,0.137579,1.03125,0.12971,0.144165,0.989505,0.0789919,80,0,2,390,195,587
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,1,32.4688,1.0293,65.875,1,0.485054,1,4285,145503,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,2,1.93075,1.0293,2.93652,0.261719,0.966542,1,254,9390,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,4,1.00604,1.0293,1.0293,0.261719,0.980808,1,132,5292,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,16,1.00604,1.0293,1.0293,0.261719,0.980808,1,132,4896,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,64,0.759492,0.520798,1.0293,0.261719,0.984612,1,100,2235,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,256,0.745961,0.492889,1.0293,0.261719,0.984821,0.384636,98,0,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,WS,1024,0.745961,0.492889,1.0293,0.261719,0.984821,0.096159,98,0,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,1,32.4688,65.875,1.0293,1,0.485054,1,4285,145503,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,2,1.95312,2.93652,1.0293,1,0.955842,1,257,12414,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,4,1.00604,1.0293,1.0293,0.261719,0.980808,1,132,5292,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,16,1.00604,1.0293,1.0293,0.261719,0.980808,1,132,4896,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,64,0.745961,0.492889,1.0293,0.261719,0.984821,1,98,2176,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,256,0.745961,0.492889,1.0293,0.261719,0.984821,0.384636,98,0,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,IS,1024,0.745961,0.492889,1.0293,0.261719,0.984821,0.096159,98,0,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,1,63.9091,65.875,65.875,1,0,1,8436,282591,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,2,63.649,65.3386,65.875,1,0.0040124,0.999512,8401,281424,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,4,32.2087,0.492889,65.875,1,0.489067,0.999756,4251,144268,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,16,32.2087,0.492889,65.875,1,0.489067,0.999939,4251,143860,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,64,32.1863,0.492889,65.875,0.261719,0.499766,0.999969,4248,139205,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,256,0.745961,0.492889,1.0293,0.261719,0.984821,0.384636,98,0,64,64,4,132
Deep: MLP Up-projection,MLP,Deep,1024,1024,16384,OS,1024,0.745961,0.492889,1.0293,0.261719,0.984821,0.096159,98,0,64,64,4,132
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,1,16.1278,1.01416,31.4853,0.515625,0.499175,1,2080,69201,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,2,1.0103,1.01416,1.01416,0.515625,0.965162,1,130,4750,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,4,1.0103,1.01416,1.01416,0.515625,0.965162,1,130,4684,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,16,1.0103,1.01416,1.01416,0.515625,0.965162,1,130,4288,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,64,0.63927,0.266312,1.01416,0.515625,0.976599,1,82,1121,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,256,0.63927,0.266312,1.01416,0.515625,0.976599,0.322132,82,0,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,WS,1024,0.63927,0.266312,1.01416,0.515625,0.976599,0.080533,82,0,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,1,16.1315,31.4853,1.01416,1,0.495587,1,2080,69697,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,2,1.0103,1.01416,1.01416,0.515625,0.965162,1,130,4750,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,4,1.0103,1.01416,1.01416,0.515625,0.965162,1,130,4684,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,16,1.0103,1.01416,1.01416,0.515625,0.965162,1,130,4288,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,64,0.63927,0.266312,1.01416,0.515625,0.976599,1,82,1121,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,256,0.63927,0.266312,1.01416,0.515625,0.976599,0.322132,82,0,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,IS,1024,0.63927,0.266312,1.01416,0.515625,0.976599,0.080533,82,0,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,1,32.2093,32.4531,32.4531,1,0,1,4155,138207,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,2,32.2093,32.4531,32.4531,1,0,0.999512,4155,138174,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,4,31.8383,31.7053,32.4531,1,0.0114366,0.999268,4107,136527,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,16,16.2407,0.266312,32.4531,1,0.492224,0.999451,2095,69661,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,64,16.2369,0.266312,32.4531,0.515625,0.495812,0.999969,2094,67556,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,256,0.63927,0.266312,1.01416,0.515625,0.976599,0.322132,82,0,64,64,1,129
Deep: Extreme MLP,MLP,Deep,512,512,32768,OS,1024,0.63927,0.266312,1.01416,0.515625,0.976599,0.080533,82,0,64,64,1,129
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,1,1,1,1,1,0.823529,1,4,150,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,2,1,1,1,1,0.823529,1,4,107,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,4,1,1,1,1,0.823529,1,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,16,1,1,1,1,0.823529,0.25,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,64,1,1,1,1,0.823529,0.0625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,256,1,1,1,1,0.823529,0.015625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,WS,1024,1,1,1,1,0.823529,0.00390625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,1,1,1,1,1,0.823529,1,4,150,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,2,1,1,1,1,0.823529,1,4,107,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,4,1,1,1,1,0.823529,1,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,16,1,1,1,1,0.823529,0.25,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,64,1,1,1,1,0.823529,0.0625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,256,1,1,1,1,0.823529,0.015625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,IS,1024,1,1,1,1,0.823529,0.00390625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,1,3.625,1,8,1,0.411765,1,14,596,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,2,1,1,1,1,0.823529,1,4,104,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,4,1,1,1,1,0.823529,1,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,16,1,1,1,1,0.823529,0.25,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,64,1,1,1,1,0.823529,0.0625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,256,1,1,1,1,0.823529,0.015625,4,0,1,1,1,3
BERT Q×K^T (seq=512),Attention,Balanced,512,512,768,OS,1024,1,1,1,1,0.823529,0.00390625,4,0,1,1,1,3
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,1,1.22035,1.00781,2.52441,1.01569,0.93967,0.996094,107,5381,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,2,1.22035,1.00781,2.52441,1.01569,0.93967,0.996094,107,5296,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,4,0.979847,1.00781,0.760742,1.01569,0.959603,0.999023,86,3319,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,16,0.979847,1.00781,0.760742,1.01569,0.959603,0.999756,86,2295,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,64,0.979847,1.00781,0.760742,1.01569,0.959603,0.999939,86,642,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,256,0.979847,1.00781,0.760742,1.01569,0.959603,0.336823,86,0,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,WS,1024,0.979847,1.00781,0.760742,1.01569,0.959603,0.0842056,86,0,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,1,1.24805,2.77148,0.963867,1.01569,0.937374,0.996094,109,5589,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,2,1.22168,2.77148,0.770508,1.01569,0.939559,0.996094,107,5306,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,4,0.981046,1.00781,0.769531,1.01569,0.959504,0.999023,86,3328,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,16,0.979847,1.00781,0.760742,1.01569,0.959603,0.999756,86,2295,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,64,0.979847,1.00781,0.760742,1.01569,0.959603,0.999939,86,642,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,256,0.979847,1.00781,0.760742,1.01569,0.959603,0.336823,86,0,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,IS,1024,0.979847,1.00781,0.760742,1.01569,0.959603,0.0842056,86,0,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,1,6.78556,1.00781,43.3359,1.01569,0.478405,0.996094,597,47176,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,2,6.78556,1.00781,43.3359,1.01569,0.478405,0.996094,597,47097,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,4,6.57861,1.00781,41.8184,1.01569,0.495557,0.999023,578,45384,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,16,0.979847,1.00781,0.760742,1.01569,0.959603,0.999756,86,2622,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,64,0.979847,1.00781,0.760742,1.01569,0.959603,0.999939,86,825,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,256,0.979847,1.00781,0.760742,1.01569,0.959603,0.336823,86,0,12,12,64,88
BERT Q×K^T (seq=4096),Attention,Tall-ish,4096,4096,768,OS,1024,0.979847,1.00781,0.760742,1.01569,0.959603,0.0842056,86,0,12,12,64,88
BERT MLP,MLP,Deep-ish,512,768,3072,WS,1,1.0142,1.01562,1.01562,1,0.912809,1,16,870,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,WS,2,1.0142,1.01562,1.01562,1,0.912809,1,16,836,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,WS,4,1.0142,1.01562,1.01562,1,0.912809,1,16,768,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,WS,16,1.0142,1.01562,1.01562,1,0.912809,1,16,150,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,WS,64,1.0142,1.01562,1.01562,1,0.912809,0.261475,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,WS,256,1.0142,1.01562,1.01562,1,0.912809,0.0653687,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,WS,1024,1.0142,1.01562,1.01562,1,0.912809,0.0163422,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,1,1.0142,1.01562,1.01562,1,0.912809,1,16,870,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,2,1.0142,1.01562,1.01562,1,0.912809,1,16,836,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,4,1.0142,1.01562,1.01562,1,0.912809,1,16,768,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,16,1.0142,1.01562,1.01562,1,0.912809,1,16,136,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,64,1.0142,1.01562,1.01562,1,0.912809,0.261475,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,256,1.0142,1.01562,1.01562,1,0.912809,0.0653687,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,IS,1024,1.0142,1.01562,1.01562,1,0.912809,0.0163422,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,1,9.32386,1.01562,16.25,1,0.46142,1,153,5549,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,2,9.32386,1.01562,16.25,1,0.46142,0.991211,153,5513,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,4,9.32386,1.01562,16.25,1,0.46142,0.998535,153,5440,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,16,1.0142,1.01562,1.01562,1,0.912809,1,16,67,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,64,1.0142,1.01562,1.01562,1,0.912809,0.261475,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,256,1.0142,1.01562,1.01562,1,0.912809,0.0653687,16,0,6,9,1,16
BERT MLP,MLP,Deep-ish,512,768,3072,OS,1024,1.0142,1.01562,1.01562,1,0.912809,0.0163422,16,0,6,9,1,16
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,1,1.26001,1.01562,1.80908,1.03149,0.931953,0.996094,50,2922,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,2,1.02197,1.01562,1.01562,1.03149,0.946746,0.998535,40,2204,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,4,1.02197,1.01562,1.01562,1.03149,0.946746,0.999756,40,2067,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,16,1.02197,1.01562,1.01562,1.03149,0.946746,0.999756,40,1248,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,64,1.02197,1.01562,1.01562,1.03149,0.946746,0.638733,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,256,1.02197,1.01562,1.01562,1.03149,0.946746,0.159683,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,WS,1024,1.02197,1.01562,1.01562,1.03149,0.946746,0.0399208,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,1,1.26001,1.80908,1.01562,1.03149,0.931953,0.996094,50,2922,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,2,1.02197,1.01562,1.01562,1.03149,0.946746,0.998535,40,2204,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,4,1.02197,1.01562,1.01562,1.03149,0.946746,0.999756,40,2067,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,16,1.02197,1.01562,1.01562,1.03149,0.946746,0.999756,40,1248,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,64,1.02197,1.01562,1.01562,1.03149,0.946746,0.638733,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,256,1.02197,1.01562,1.01562,1.03149,0.946746,0.159683,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,IS,1024,1.02197,1.01562,1.01562,1.03149,0.946746,0.0399208,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,1,8.63916,1.01562,26.4062,1.03149,0.473373,0.991211,345,23073,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,2,8.63916,1.01562,26.4062,1.03149,0.473373,0.998535,345,23006,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,4,8.63916,1.01562,26.4062,1.03149,0.473373,0.999756,345,22872,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,16,1.02197,1.01562,1.01562,1.03149,0.946746,0.999451,40,1301,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,64,1.02197,1.01562,1.01562,1.03149,0.946746,0.638733,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,256,1.02197,1.01562,1.01562,1.03149,0.946746,0.159683,40,0,12,12,16,40
GPT-2 Q×K^T,Attention,Square-ish,2048,2048,1536,OS,1024,1.02197,1.01562,1.01562,1.03149,0.946746,0.0399208,40,0,12,12,16,40
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,1,16.7982,1.01044,43.112,1.00781,0.482688,1,1612,75763,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,2,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,5171,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,4,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,5093,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,16,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,4641,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,64,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,2832,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,256,1.00717,1.01044,1.0026,1.00781,0.964181,0.377689,96,0,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,WS,1024,1.00717,1.01044,1.0026,1.00781,0.964181,0.0944223,96,0,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,1,24.7524,48.501,1.0026,1.00781,0.481494,1,2376,75953,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,2,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,5178,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,4,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,5106,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,16,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,4655,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,64,1.00717,1.01044,1.0026,1.00781,0.964181,1,96,2847,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,256,1.00717,1.01044,1.0026,1.00781,0.964181,0.377689,96,0,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,IS,1024,1.00717,1.01044,1.0026,1.00781,0.964181,0.0944223,96,0,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,1,40.5435,48.501,43.112,1.00781,0,0.999023,3892,146507,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,2,16.7982,1.01044,43.112,1.00781,0.482688,0.999512,1612,75733,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,4,16.7982,1.01044,43.112,1.00781,0.482688,0.999512,1612,75639,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,16,16.7982,1.01044,43.112,1.00781,0.482688,0.999939,1612,75068,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,64,1.00717,1.01044,1.0026,1.00781,0.964181,0.999939,96,1957,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,256,1.00717,1.01044,1.0026,1.00781,0.964181,0.377689,96,0,48,36,12,96
GPT-2 MLP,MLP,Deep,2048,1536,6144,OS,1024,1.00717,1.01044,1.0026,1.00781,0.964181,0.0944223,96,0,48,36,12,96
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,1,30.5457,1.01562,65,1,0.4875,1,6353,220382,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,2,1.54447,1.01562,2.24609,0.507812,0.970313,1,321,12700,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,4,0.976562,1.01562,1.01562,0.507812,0.979688,1,203,8600,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,16,0.976562,1.01562,1.01562,0.507812,0.979688,1,203,8190,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,64,0.976562,1.01562,1.01562,0.507812,0.979688,1,203,6552,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,256,0.799091,0.631104,1.01562,0.507812,0.982617,0.649261,166,0,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,WS,1024,0.799091,0.631104,1.01562,0.507812,0.982617,0.162315,166,0,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,1,30.5457,65,1.01562,1,0.4875,1,6353,220382,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,2,1.58233,2.24609,1.01562,1,0.965625,1,329,14716,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,4,1.01442,1.01562,1.01562,1,0.975,1,211,10616,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,16,0.976562,1.01562,1.01562,0.507812,0.979688,1,203,8190,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,64,0.976562,1.01562,1.01562,0.507812,0.979688,1,203,6552,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,256,0.799091,0.631104,1.01562,0.507812,0.982617,0.649261,166,0,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,IS,1024,0.799091,0.631104,1.01562,0.507812,0.982617,0.162315,166,0,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,1,60.0769,65,65,1,0,1,12496,430046,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,2,59.8995,64.6155,65,1,0.00292969,0.998047,12459,428752,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,4,30.3682,0.631104,65,1,0.49043,0.998047,6316,219019,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,16,30.3682,0.631104,65,1,0.49043,0.999878,6316,218603,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,64,30.3303,0.631104,65,0.507812,0.495117,1,6308,214921,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,256,0.799091,0.631104,1.01562,0.507812,0.982617,0.649261,166,0,96,96,16,208
GPT-3 Q×K^T,Attention,Deep-ish,2048,2048,12288,OS,1024,0.799091,0.631104,1.01562,0.507812,0.982617,0.162315,166,0,96,96,16,208
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,1,106.38,1.0026,128.333,1,0.497084,1,296161,7638246,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,2,106.38,1.0026,128.333,1,0.497084,1,296161,7638221,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,4,106.242,1.0026,128.167,1,0.497729,1,295778,7628378,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,16,0.832334,1.0026,0.836589,0.0491536,0.995294,1,2317,71037,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,64,0.832334,1.0026,0.836589,0.0491536,0.995294,1,2317,69578,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,256,0.710194,0.117086,0.836589,0.0491536,0.99644,1,1977,46484,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,WS,1024,0.70938,0.111186,0.836589,0.0491536,0.996448,1,1974,26677,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,1,53.9677,385,1.0026,1,0.494488,1,150246,7677646,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,2,53.9677,385,1.0026,1,0.494488,1,150246,7677595,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,4,1.00251,1.0026,1.0026,1,0.991572,1,2791,127834,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,16,0.832334,1.0026,0.836589,0.0491536,0.995294,1,2317,70999,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,64,0.832334,1.0026,0.836589,0.0491536,0.995294,1,2317,69540,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,256,0.70938,0.111186,0.836589,0.0491536,0.996448,1,1974,46368,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,IS,1024,0.70938,0.111186,0.836589,0.0491536,0.996448,1,1974,26677,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,OS,1,159.345,385,128.333,1,0,0.998047,443616,15187934,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,OS,2,159.345,385,128.333,1,0,0.99707,443616,15187900,384,2304,96,2784
GPT-3 MLP,MLP,Very Deep,2048,12288,49152,OS,4,159.345,385,128.333,1,0,0.996582,443616,15187832,384,2304,96,2784
